Country,Year,Total Energy Consumption (TWh),Per Capita Energy Use (kWh),Renewable Energy Share (%),Fossil Fuel Dependency (%),Carbon Emissions (Million Tons)
Brazil,2003,3802.65,45922.49,76.01643413506805,23.98356586493195,4565.65
Brazil,2019,6441.48,18401.25,12.6,77.33,1278.95
Japan,2015,4922.74,2626.69,15.13,11.35,376.86
India,2009,145.64,18440.87,64.45,26.68,2887.65
India,2010,6531.84,33744.93,60.73238944240518,39.26761055759483,2060.94
Canada,2004,4279.0,11066.08,45.04,15.53,957.78
Japan,2010,3482.81,40593.66,28.57,34.08,3275.65
Australia,2012,1032.05,11378.34,31.33,44.81,843.74
China,2014,2281.66,998.14,33.73,41.29,1789.83
USA,2005,2315.35,25650.0,24.15,42.24,3983.11
China,2015,9360.16,36459.85,51.93845326883021,48.0615467311698,3437.28
USA,2014,4381.88,17807.94,10.53,45.37,3055.26
UK,2010,516.45,37570.34,34.30600051952549,65.6939994804745,4657.59
UK,2019,1474.29,22201.01,68.55,20.34,670.77
Japan,2001,882.42,8999.87,5.33,29.62,3470.27
UK,2001,5929.81,4982.64,58.7285198023453,41.27148019765469,630.77
Russia,2011,1947.55,35674.06,65.03,29.82,725.05
Canada,2015,5035.72,19592.88,11.24,34.31,2556.81
India,2018,3763.61,45682.3,52.59504346697808,47.40495653302192,169.35
Russia,2001,8058.38,27242.63,46.42,47.7,2529.94
China,2016,3272.85,17747.4,60.44,33.43,96.92
China,2013,4636.83,17775.05,55.40390744076485,44.59609255923514,3031.95
UK,2023,7240.73,7006.17,79.9,14.95,1594.45
India,2015,4390.18,29892.56,39.74,49.46,462.16
Canada,2004,7952.83,29317.27,25.2,16.98,3915.17
USA,2009,6650.68,40099.69,26.88,22.38,1980.13
Russia,2016,4164.24,10459.25,70.11,14.37,2247.9
Canada,2012,5089.42,14894.09,53.462321792260695,46.537678207739305,1903.67
Germany,2015,9675.31,5313.28,11.14,13.37,463.97
Brazil,2008,6649.95,15119.44,6.28,46.15,2326.59
UK,2023,9059.45,21691.05,74.42899702085403,25.57100297914598,3343.92
USA,2003,1869.71,48219.41,37.86,36.85,4521.71
Germany,2023,4884.04,32826.77,28.5,44.56,3830.83
USA,2015,9095.75,39252.26,21.01,41.5,442.48
USA,2022,3293.86,16612.74,34.45,62.37,870.73
UK,2010,9679.88,7653.38,54.25650557620818,45.74349442379182,271.89
USA,2006,1061.07,13207.64,73.94809775762157,26.051902242378432,640.98
Canada,2016,9036.44,13195.15,33.18,11.72,2428.61
Canada,2021,4507.6,29364.21,54.49244466737726,45.50755533262273,1137.71
Germany,2012,830.07,17402.82,27.97247706422018,72.02752293577981,3257.29
China,2003,8807.26,42941.24,65.81044421837912,34.18955578162089,210.21
India,2013,2594.21,49432.95,23.02,41.91,4293.37
Russia,2009,320.28,17493.27,75.25,20.09,3404.32
Russia,2009,1444.49,35400.48,35.07,43.29,4846.94
Australia,2009,6625.24,33045.59,21.64,31.23,4766.51
UK,2011,9780.33,10125.89,51.47802767111599,48.52197232888402,3479.98
Japan,2001,1203.48,45941.43,23.21,22.94,832.32
Japan,2022,4673.29,10372.41,70.98799777442176,29.01200222557825,1149.31
Germany,2008,1888.3,36979.38,14.23,53.16,1424.03
USA,2004,7475.86,17706.68,5.85,34.16,2162.04
USA,2007,1268.78,18670.54,64.64861327006463,35.35138672993537,2875.82
UK,2020,2474.43,23044.73,41.24812030075188,58.75187969924812,3428.87
Brazil,2013,2044.42,43293.14,40.84,45.56,424.4
China,2006,5569.95,7442.47,11.97,73.72,3072.21
Australia,2006,8744.52,3201.19,53.87,13.02,342.97
Canada,2008,5159.79,20401.02,38.47,18.39,4143.78
USA,2002,676.61,3251.46,37.72396302053506,62.27603697946494,250.1
Australia,2013,5677.55,34536.24,58.58,19.01,1980.74
Russia,2016,7995.46,38136.09,49.10293509714758,50.89706490285242,2128.91
Brazil,2017,1408.35,42808.26,67.76413545006648,32.235864549933524,2873.41
Canada,2011,819.84,37320.19,60.68,38.47,522.47
UK,2021,1959.3,45859.39,33.85,56.15,4668.87
Australia,2013,7486.25,37540.91,33.02,60.93,1946.87
Germany,2012,5957.64,46835.74,37.71523178807947,62.28476821192053,2011.18
Canada,2013,5451.89,10058.98,27.04,27.98,1253.28
UK,2008,2569.85,25243.23,37.0,58.87,3914.55
Japan,2018,3389.14,49699.56,69.27808937941016,30.72191062058984,88.42
UK,2001,9662.26,34238.12,56.45289566914901,43.547104330850985,575.71
UK,2010,2482.19,43992.74,58.36,19.95,2380.27
Canada,2016,9026.29,2004.49,54.54,42.03,4843.08
Brazil,2001,5847.26,43652.02,41.3,22.85,226.16
Canada,2018,1320.64,35036.81,59.05,33.55,356.86
India,2006,4726.39,8952.39,55.02245508982036,44.97754491017963,3588.72
China,2017,9490.63,1771.21,67.72,26.33,3690.46
Brazil,2012,4243.8,13366.37,8.01,57.94,4489.84
Germany,2004,8647.53,45830.78,60.025029051577725,39.97497094842228,2904.32
Brazil,2017,2638.64,33572.58,66.2,16.44,2047.57
Russia,2022,5752.13,46013.72,13.41,37.07,2282.82
Germany,2023,8454.14,22584.46,17.77,70.84,2186.0
Japan,2023,9214.82,46863.04,47.5929109906097,52.4070890093903,4869.01
Canada,2015,4909.65,23416.51,52.51,35.82,1931.43
UK,2014,6432.91,10610.61,74.84,13.84,525.53
Canada,2007,129.5,7993.98,20.7,19.11,1483.65
Russia,2014,2606.91,49693.68,7.6,65.17,4802.44
Australia,2024,2859.25,17026.2,18.77,55.91,2169.82
Russia,2000,1025.58,8422.62,43.47,29.95,1614.57
India,2016,2868.98,916.22,49.48,37.39,1588.23
UK,2014,3279.11,14635.69,53.8429637821399,46.1570362178601,94.87
UK,2013,9690.78,44511.25,62.86259541984733,37.13740458015267,3183.93
USA,2013,6719.16,26933.46,58.64018937401367,41.35981062598632,3635.14
Australia,2009,4317.45,31805.54,11.69,30.66,1797.11
USA,2001,9881.74,46158.36,16.07,60.74,4370.32
Japan,2005,1617.0,25885.58,12.17,42.65,3727.31
China,2016,4812.91,41994.85,50.77,48.17,3024.3
China,2004,6505.92,16529.75,27.68,51.91,3533.89
Canada,2004,650.25,48866.54,60.30578117534638,39.6942188246536,3858.79
China,2014,7198.29,4401.29,16.28,42.63,2658.9
UK,2014,1088.69,36379.06,13.77,28.6,2019.11
Russia,2019,1488.79,33198.03,35.82974575582812,64.17025424417187,672.28
Australia,2010,1680.93,9987.74,33.48133381660022,66.51866618339977,2054.48
Canada,2004,9296.01,19747.78,61.66666666666667,38.33333333333333,2772.97
Canada,2000,6864.03,15985.04,76.19,12.42,4741.93
Australia,2010,6588.73,5177.4,14.98,21.79,816.73
UK,2010,5599.39,29447.01,51.48439129527914,48.51560870472085,3796.95
Japan,2005,2998.78,49686.66,41.33166809772851,58.66833190227148,1241.48
Japan,2022,6246.81,28199.61,47.8,21.29,4787.18
Canada,2007,4160.48,27490.37,13.05,61.42,2994.3
Japan,2001,1539.62,2495.53,55.869278893645046,44.13072110635496,2192.28
UK,2014,6927.01,7391.4,10.07,31.24,1766.79
India,2022,1382.86,25904.34,28.6,40.53,1049.81
India,2021,1987.62,49266.34,13.11,57.41,3586.76
USA,2008,8195.22,43892.08,50.12,17.09,3198.04
Brazil,2014,6635.16,17340.35,59.84,23.23,4456.27
Germany,2007,6346.81,27378.71,80.72,12.33,3006.82
China,2015,4240.21,27858.76,47.94705756777912,52.05294243222088,890.53
Japan,2013,4023.18,34425.35,63.34210141750694,36.657898582493054,3430.03
India,2014,6933.6,34545.21,59.90371389270977,40.09628610729023,4400.03
Russia,2019,7426.05,39594.73,30.34,59.44,4952.79
Australia,2012,5151.11,1736.07,39.427784577723365,60.57221542227662,3441.08
Brazil,2008,9695.77,47212.17,43.92,22.06,1483.2
USA,2000,9561.43,3968.07,53.11,19.32,2848.64
Germany,2005,4183.05,24069.93,53.63,30.64,2599.17
India,2007,8224.16,46019.17,46.88315453754712,53.11684546245288,2584.29
USA,2019,5478.35,24639.61,12.06,38.8,439.17
Brazil,2017,5166.38,3650.02,51.093201999850756,48.906798000149244,1013.0
Australia,2017,644.14,11847.38,17.22,24.2,2644.37
China,2016,5782.35,29144.0,7.23,44.55,4001.0
India,2020,9015.72,4849.15,49.11,18.92,949.84
Australia,2015,7823.33,21472.06,54.43,38.9,863.19
Germany,2012,7884.54,16790.12,7.96,28.36,3811.28
Japan,2021,1683.3,40852.78,48.81,48.46,3468.24
Brazil,2003,3648.65,5951.53,43.83418788563483,56.16581211436517,2451.29
Germany,2003,2408.73,34298.52,9.46,75.69,299.29
China,2020,3227.56,20626.16,65.48,29.87,2389.77
Australia,2013,5837.44,29593.66,22.87,62.02,4182.52
UK,2004,3711.36,10673.82,50.18682535289234,49.813174647107665,102.58
China,2015,5650.91,30680.33,31.42,18.74,557.9
Canada,2013,4441.16,33861.9,45.62,51.02,4056.21
India,2013,2937.49,3976.46,60.4684226279557,39.531577372044296,2649.5
Japan,2013,1044.49,41305.04,71.66666666666667,28.33333333333333,3328.22
Brazil,2024,8929.2,43132.08,71.46,11.58,3738.01
Russia,2023,212.6,3645.93,18.64,27.97,1536.03
Australia,2024,116.36,30357.78,9.09,50.93,1524.48
UK,2013,8285.3,29903.57,56.49,23.75,1356.58
Russia,2018,9968.43,1116.69,39.91,30.11,877.91
India,2002,7298.32,17446.15,58.010153715978,41.989846284022,1558.48
India,2016,251.21,48461.83,34.72,37.88,4766.51
Brazil,2013,2344.23,27994.81,39.9,14.58,475.58
UK,2009,9721.04,46693.98,49.71,37.94,1241.15
India,2012,8105.18,33944.41,47.61249754372175,52.38750245627825,1624.19
Russia,2021,5711.32,1905.33,27.81,28.27,811.39
UK,2003,2444.92,4346.8,74.85477908818869,25.1452209118113,433.14
Russia,2010,242.27,36247.86,50.89,21.89,851.2
China,2014,306.53,27951.11,72.49976301071192,27.500236989288084,2662.61
Germany,2014,6158.61,6794.01,49.68,50.23,3003.92
UK,2023,316.14,30896.1,47.67112191170514,52.328878088294864,1115.52
USA,2001,9936.94,40609.22,9.37,52.54,2543.83
Germany,2010,1915.5,37772.63,65.33775309084395,34.66224690915606,80.84
Germany,2001,7136.0,12685.04,49.54,37.27,3029.99
UK,2022,1635.09,13280.65,43.2,11.7,56.46
Japan,2004,5446.92,48407.97,14.49,10.18,3231.74
India,2012,898.05,44426.54,50.833146529178805,49.16685347082119,2442.44
China,2000,7691.11,16257.7,16.15,44.31,590.91
Japan,2006,5890.72,41290.7,21.35,12.32,487.6
Japan,2006,953.05,8506.06,15.75,30.02,84.11
USA,2009,8501.0,10243.63,5.56,34.97,2780.64
Australia,2005,5515.48,9469.2,48.58434451582203,51.41565548417797,4042.42
UK,2019,9223.76,4842.18,28.02,40.41,4289.89
Russia,2011,9174.57,42806.57,17.7,65.25,2867.72
India,2012,9213.03,29150.94,32.2,54.36,4441.48
Japan,2023,870.07,13318.33,47.42,12.32,4316.8
China,2010,1297.48,42508.42,38.04936305732484,61.95063694267516,3506.2
Australia,2017,9878.29,40231.01,36.21,22.7,1847.26
USA,2001,4927.25,5497.1,47.07,29.29,4144.6
Canada,2015,2458.32,32384.9,38.26988978419932,61.73011021580068,1988.8
India,2001,7719.68,36230.76,74.93,23.29,2046.16
Canada,2018,2716.42,35933.45,7.52,38.08,3406.47
Germany,2005,7299.44,36295.56,52.755641867005956,47.244358132994044,4643.2
Japan,2000,8389.13,8888.16,25.73,54.61,2525.1
Brazil,2010,7864.21,16096.78,66.35,31.15,927.2
India,2017,2813.07,42286.84,39.43,55.08,755.14
Russia,2009,4076.02,44970.39,30.02,66.88,1546.08
Australia,2017,4191.18,14319.85,57.3,38.27,2315.39
China,2000,4963.6,1639.47,58.44824721714571,41.55175278285429,1523.43
India,2018,1756.99,43058.46,35.329683797695886,64.67031620230411,3573.99
Russia,2015,4579.45,19166.05,36.55262727123915,63.44737272876084,2736.13
UK,2006,5156.75,16808.45,10.0,45.63,2063.32
Canada,2014,5363.92,17676.48,83.31504936670989,16.684950633290114,1106.35
UK,2000,8217.01,21076.97,56.59364892678624,43.40635107321376,3046.8
Australia,2022,5221.61,19224.2,38.83,28.8,3386.8
USA,2020,2384.76,28538.33,55.18600252206809,44.81399747793191,3931.64
Japan,2008,6664.97,4407.54,31.63,34.62,4954.69
India,2001,7993.41,48591.24,52.66091051805337,47.33908948194662,1195.08
Brazil,2016,3261.78,46854.33,48.92,35.71,124.8
Canada,2024,6488.53,46753.13,36.7930029154519,63.2069970845481,2527.2
Canada,2023,1554.69,44024.24,9.8,19.57,4623.82
India,2009,3485.07,33186.15,85.47864506627393,14.521354933726066,1281.37
Germany,2005,9101.32,11444.87,54.08206730086611,45.91793269913389,3791.58
UK,2004,9121.95,2949.43,65.53876775536052,34.46123224463947,1631.58
Canada,2007,5795.71,5416.39,30.92,42.59,1986.44
Russia,2007,7053.28,16537.63,28.21221068673207,71.78778931326792,4741.24
China,2004,8554.75,25442.21,51.157032663555846,48.84296733644415,2332.04
Japan,2011,9589.68,49666.03,57.78128286014721,42.21871713985279,3640.34
Canada,2006,4949.88,22054.45,84.44,11.36,2771.78
Russia,2012,5659.6,26469.98,27.86,56.94,3831.33
Australia,2012,4214.85,34910.28,56.63,37.18,1620.96
Australia,2016,812.62,9446.33,61.17701149425287,38.82298850574713,4390.63
Japan,2003,4285.75,46674.94,24.24,66.56,2767.17
Germany,2017,7927.21,26687.21,39.63,46.67,1580.35
Brazil,2009,8068.37,14174.69,20.935812837432515,79.06418716256749,239.08
Japan,2002,8934.53,46787.89,49.47384591750518,50.52615408249481,115.38
USA,2011,609.52,31459.81,56.247310285468366,43.75268971453163,1799.16
Germany,2000,5318.83,24442.64,60.848623853211,39.15137614678898,1117.72
Canada,2010,1163.5,29217.72,61.4499652881087,38.5500347118913,310.76
Japan,2017,2087.35,37540.96,34.51,13.7,2786.59
UK,2012,9012.14,8149.63,61.19,11.29,4944.51
Australia,2016,5018.23,43309.11,78.46,13.27,2140.52
Russia,2007,7609.59,47995.59,43.00916346438073,56.99083653561927,2782.96
Japan,2019,737.4,28566.48,40.1,32.62,1138.03
UK,2018,4226.58,34272.41,58.48685135705246,41.51314864294754,1064.34
Germany,2016,6774.98,43061.76,59.55795908770279,40.4420409122972,1675.45
USA,2001,1420.72,19053.13,61.531954164423595,38.46804583557641,4183.51
Russia,2002,3325.6,49645.17,61.79715840386941,38.2028415961306,4804.85
China,2002,739.02,34184.82,38.47,31.16,3711.64
USA,2005,6548.27,21487.94,52.00159861453408,47.998401385465925,151.75
Canada,2009,9711.82,34028.23,41.84008762322015,58.15991237677986,2220.15
UK,2023,8287.75,26323.16,8.24,55.12,2132.48
Japan,2021,9748.77,6026.26,45.58789469620937,54.41210530379063,4679.24
Japan,2017,8471.49,39895.33,45.0,14.2,3740.56
India,2017,8566.44,28436.59,28.39,17.03,3586.23
Australia,2013,5814.05,39894.36,64.03630773735452,35.96369226264549,2845.64
Canada,2015,5230.7,8168.14,9.68,69.26,3246.88
UK,2006,4121.92,27148.68,72.69322437861764,27.30677562138236,3508.11
Japan,2000,8199.14,38447.9,18.54,48.36,2785.15
China,2016,1902.47,49421.08,37.04,10.7,4231.9
Russia,2022,656.63,44277.67,33.8520749665328,66.1479250334672,232.63
Canada,2024,9484.15,43285.31,51.31850493006191,48.681495069938094,4709.84
Germany,2004,137.4,12749.28,23.33,35.3,3879.26
China,2000,9770.61,41980.24,52.98574240887669,47.01425759112331,2668.36
Russia,2020,7315.65,8879.42,68.67,16.47,4308.62
Brazil,2016,3352.14,10306.33,62.93614794138171,37.06385205861828,4148.5
Australia,2009,7008.42,5950.78,14.05,14.12,2125.98
Canada,2011,8196.96,42951.03,45.49,33.45,4207.09
UK,2024,2529.08,5858.6,77.09951237132022,22.90048762867979,982.27
USA,2019,7731.87,7336.52,27.96,32.16,2372.55
Russia,2024,8063.26,12671.41,17.36,76.32,1199.78
Germany,2001,2568.61,28846.79,46.26,39.9,665.77
Japan,2022,515.07,44068.92,71.97397705872282,28.026022941277184,4478.28
USA,2015,2120.81,21202.29,45.816457571866046,54.18354242813395,1866.39
China,2014,2086.4,27541.15,39.41,57.84,3437.7
Australia,2012,745.88,8741.23,43.31919787249336,56.680802127506645,1906.74
UK,2017,7287.47,13664.32,63.70615685684178,36.293843143158206,2743.41
USA,2019,3861.75,7129.33,9.17,62.68,1772.81
Germany,2021,8855.42,20790.98,18.04,36.75,3726.5
Russia,2013,2596.49,29721.62,16.28,21.97,3942.99
UK,2017,4587.0,14558.97,12.25,40.09,2181.14
Brazil,2001,6426.27,42376.79,30.68,39.31,4305.09
Japan,2001,8786.9,49071.3,24.49,39.44,1808.75
Australia,2002,5293.75,6447.67,46.80928208846992,53.190717911530086,3824.18
USA,2004,3797.89,1384.07,32.82,38.42,3267.82
Australia,2024,8683.45,39593.96,33.932719607674436,66.06728039232557,2307.11
Australia,2015,3171.44,9936.81,51.91333536771437,48.086664632285625,4450.14
Australia,2021,886.29,17980.76,18.23,46.64,2882.65
Russia,2014,4505.92,20014.45,38.02,49.09,4208.9
Australia,2011,7872.42,45871.67,26.85,38.53,3680.0
Brazil,2008,404.73,33112.49,51.68,34.89,2686.24
China,2013,5900.23,2510.17,46.117631004366814,53.88236899563319,1665.78
Germany,2020,5985.19,1233.11,74.44,12.85,4758.13
UK,2015,9292.56,10378.62,48.8,38.71,330.89
Brazil,2010,2936.0,16249.51,77.67,20.59,4477.71
UK,2005,2860.48,24483.93,54.10726408689749,45.89273591310252,2556.65
Germany,2009,4460.79,41973.05,18.35,23.61,3756.27
China,2007,3633.46,16083.48,25.86,71.93,1703.95
Canada,2015,7389.82,19138.59,62.1,36.21,1951.84
UK,2002,6453.35,16802.23,54.2144884610638,45.7855115389362,994.22
UK,2001,7613.32,943.78,31.86244936654313,68.13755063345687,4773.99
China,2015,8218.41,47782.48,24.53,63.98,264.33
USA,2018,9237.51,7380.3,59.53207547169811,40.467924528301886,1964.81
Brazil,2008,4366.27,14739.54,21.97,20.49,1706.77
USA,2015,9848.5,6900.51,46.04914392148435,53.95085607851565,4074.73
USA,2021,2235.04,24781.89,7.91,64.38,2532.87
USA,2003,7172.22,46642.22,6.61,30.16,887.07
Australia,2009,5386.69,5484.69,43.38,42.8,2569.61
Japan,2018,8187.32,22324.4,60.81,14.74,1218.28
UK,2012,4820.03,1607.55,17.11,56.13,134.71
USA,2017,7860.99,38659.46,69.93,18.77,2745.5
Brazil,2014,9308.67,32240.69,15.94,55.61,1834.02
Japan,2003,7349.71,35135.08,46.90817656919352,53.091823430806485,1232.5
Japan,2008,7783.33,23880.65,31.21,32.72,902.58
USA,2003,765.04,45427.83,47.43034055727554,52.56965944272446,2295.78
Russia,2015,2129.08,20773.09,53.19843342036553,46.80156657963447,4354.62
USA,2020,9745.61,25947.21,10.62,44.77,3802.74
Russia,2014,6962.55,34916.82,21.37,74.3,72.92
USA,2023,5658.35,26267.75,53.634434275102805,46.3655657248972,3669.19
Brazil,2001,3733.07,9872.11,40.33,58.46,409.97
Russia,2013,539.45,16195.0,45.52,20.71,2762.61
Australia,2002,3754.45,5068.58,19.28,44.8,3911.23
Japan,2021,5039.24,21914.37,55.95327336331833,44.04672663668166,2293.79
USA,2022,2193.45,30664.91,61.33156966490299,38.66843033509701,1914.64
Japan,2003,1814.05,6367.23,5.17,48.19,4700.39
USA,2000,5133.32,31714.06,40.26266708113149,59.73733291886851,194.87
UK,2022,5900.45,44697.17,79.14,11.16,574.57
UK,2008,2475.19,17217.32,41.6,10.84,4358.13
India,2016,5915.16,11490.64,36.75303149262847,63.24696850737153,4436.88
USA,2013,9013.37,44703.8,37.24,12.7,1895.02
India,2016,4784.42,34751.29,7.45,33.28,2723.98
China,2000,8588.16,5717.05,49.14538644875723,50.85461355124277,863.76
China,2009,9279.99,20701.54,42.88230114470208,57.11769885529792,4427.18
Japan,2022,1014.7,33867.44,47.521561937257125,52.47843806274288,2371.87
Russia,2015,1048.53,28932.0,26.73,55.99,2842.24
USA,2024,4812.84,31118.08,68.96717682163826,31.032823178361724,634.4
Germany,2018,5922.21,28573.19,60.588579550204834,39.41142044979517,3093.37
USA,2023,4316.25,40004.04,49.01036757775684,50.98963242224317,3494.33
USA,2024,3331.86,16361.13,72.28352016947656,27.71647983052344,1508.85
Germany,2002,6445.84,35568.89,14.85,65.68,4485.93
China,2011,120.61,49558.43,68.84460624640735,31.155393753592648,1059.33
India,2002,9683.93,19802.96,52.48,15.0,4492.04
Japan,2014,2397.58,39656.89,24.64,24.1,3531.55
China,2016,9179.28,12682.41,16.25,38.59,4162.71
Germany,2017,1179.25,14453.89,29.371099375900144,70.62890062409986,3510.48
USA,2006,2457.06,46775.76,66.54974762597313,33.45025237402686,2170.7
China,2018,2425.25,1783.95,71.95,16.29,1691.29
Brazil,2006,9961.91,11262.65,59.84,23.75,3683.66
UK,2004,145.55,24404.57,12.68,48.11,1525.91
USA,2007,6432.42,20391.46,79.33701657458563,20.662983425414367,356.19
Canada,2020,8709.9,31643.9,30.96,14.48,1272.68
Germany,2015,6755.51,10039.74,48.52096373145846,51.47903626854154,3788.41
Australia,2015,3691.06,3992.08,53.02547770700636,46.974522292993626,3976.44
Russia,2018,9587.26,18782.0,16.29,69.54,1419.21
Australia,2024,8945.86,26455.58,46.66460778258184,53.33539221741817,1673.22
China,2014,4396.15,28319.09,7.75,36.55,2769.23
USA,2006,5775.95,30273.93,13.65,61.41,1346.74
Russia,2004,9678.44,27658.77,56.65700647800887,43.34299352199114,3050.56
Russia,2022,9827.35,12664.72,18.18,11.64,1446.12
Japan,2010,4553.25,38345.21,42.7,38.11,648.33
Australia,2009,8488.77,4845.12,26.11,13.7,816.42
USA,2024,3089.6,10318.52,40.8,15.83,1290.22
Japan,2020,3780.95,37099.21,11.56,13.92,881.13
India,2022,1731.74,14346.44,47.23436219612128,52.76563780387872,4873.0
Australia,2008,2170.93,24926.94,11.72,69.09,3308.93
UK,2000,6603.05,16696.29,65.16757865937072,34.832421340629274,937.33
UK,2019,5156.74,25595.57,61.32,27.36,2148.32
Japan,2000,2388.21,17659.46,40.41,15.07,1382.19
India,2007,4088.81,49713.3,66.18698981738618,33.81301018261381,3438.42
Brazil,2002,3794.52,18195.14,20.82,52.02,4343.02
Brazil,2001,9874.87,31538.95,27.49,65.8,2034.09
UK,2003,8550.3,44472.99,16.66,13.61,2172.74
Canada,2018,3940.87,32077.78,37.43,39.25,2022.41
Germany,2010,9147.77,28509.93,53.13602391629297,46.86397608370702,2273.66
Germany,2004,3492.09,28676.86,18.69,18.45,227.47
Canada,2023,6712.22,25074.81,66.54641443026836,33.45358556973163,2983.39
Japan,2009,9669.83,40475.23,60.41,29.25,4762.59
Germany,2023,3963.76,2995.99,6.34,19.38,3937.35
Germany,2022,6830.86,44313.93,55.38461538461538,44.61538461538461,4313.99
Australia,2007,3029.65,29521.46,59.81959819598196,40.18040180401804,1184.22
Australia,2012,2736.49,42519.22,68.30025320591359,31.69974679408641,3055.54
Canada,2004,5784.15,1014.44,47.65,35.83,4470.2
USA,2011,9794.72,43529.18,23.73,67.94,389.6
India,2012,4586.03,6446.81,38.26,16.35,4392.41
Japan,2021,9382.61,36200.29,57.21,20.28,369.28
Australia,2007,9152.2,21117.81,33.61648292065787,66.38351707934213,4916.19
Australia,2014,2612.25,34213.08,49.24087922048493,50.75912077951508,465.41
Brazil,2012,4078.01,31595.39,53.06152272395149,46.93847727604851,1871.43
India,2000,6468.69,8588.13,22.8,53.68,320.51
Brazil,2021,5228.65,25973.38,39.42,30.47,331.03
USA,2005,1049.99,14222.91,53.38894037689218,46.61105962310781,4338.11
India,2010,9937.61,28241.62,26.23,44.43,364.85
Germany,2012,7551.27,37031.16,34.45,29.64,3973.48
Brazil,2020,4433.17,4522.29,8.03,35.59,4539.06
UK,2019,6219.87,26030.24,33.25,11.18,4678.5
Japan,2000,966.97,31072.68,36.53,27.86,4327.02
Germany,2010,5003.49,15120.69,13.49,23.16,4778.06
India,2010,9315.24,47673.67,5.12,19.49,306.38
UK,2007,8976.35,26254.99,53.91,12.25,4983.21
USA,2021,3440.07,9534.6,30.63,25.88,151.42
UK,2002,5360.54,5835.52,6.52,17.25,874.25
Australia,2018,7004.1,27312.15,78.1,13.16,450.69
Canada,2011,3466.09,19074.3,54.67,19.61,3732.78
UK,2005,742.3,10031.08,19.55,24.17,480.79
Russia,2022,5103.87,2019.58,66.75448287583922,33.24551712416079,1498.79
USA,2007,6056.19,28546.7,26.55,50.86,3208.48
Germany,2004,157.83,30130.71,24.33,32.56,2515.18
Brazil,2009,1046.2,7519.23,80.29327256514416,19.70672743485584,724.32
China,2021,2152.18,30286.03,20.25,75.82,2631.6
USA,2015,3545.72,47622.65,63.387673956262425,36.612326043737575,1736.28
Russia,2011,5456.41,48925.63,54.18700991270898,45.81299008729102,2950.4
Australia,2016,3009.04,44480.4,31.33,58.61,2715.55
Brazil,2005,2834.22,40450.39,7.92,29.94,4948.06
Japan,2008,8706.56,10863.71,12.02,49.19,4324.41
China,2009,1536.0,8243.54,14.31,52.15,68.15
UK,2019,5005.06,22524.91,69.97832683138276,30.021673168617248,921.26
Russia,2013,9532.96,31171.77,39.34,56.95,4570.03
UK,2013,6287.63,42608.59,7.77,65.35,2720.31
Japan,2016,7200.33,11982.17,52.31,35.49,3809.37
USA,2024,4369.25,24242.57,22.68,11.04,2542.36
Canada,2015,297.33,32548.29,24.99,34.45,3939.53
Russia,2003,6496.69,22556.9,18.67,18.18,707.23
India,2001,6356.05,22982.59,69.77,20.89,3702.61
Germany,2015,1193.23,11643.3,5.05,35.62,4354.55
India,2000,4675.38,49339.71,42.31,24.53,1364.96
Canada,2002,9161.76,24022.07,12.38,75.44,1873.41
Japan,2022,2130.34,26870.73,48.25824431026475,51.74175568973526,2973.38
India,2010,4664.88,11318.68,34.41,46.29,4347.8
Australia,2015,4664.92,25949.77,7.41,10.68,4543.58
Russia,2017,8126.54,13139.8,44.18,17.25,2695.41
Australia,2014,8263.3,10515.64,45.075406521189656,54.92459347881034,3307.42
China,2008,7616.77,14148.25,26.05,37.28,4370.91
Canada,2011,3718.0,636.6,70.07,13.18,1194.92
China,2017,813.17,28722.48,35.0234831783763,64.9765168216237,4134.81
China,2004,3559.88,19680.26,68.69,31.19,1346.18
China,2023,6829.93,44985.11,54.22,37.04,2925.97
USA,2007,7057.19,2515.01,50.216422660725655,49.783577339274345,4676.59
USA,2002,9653.5,2638.41,51.49,11.09,2581.9
Canada,2001,4591.05,44350.74,20.78,60.49,512.38
Brazil,2024,6361.11,6768.91,49.50442711774812,50.495572882251885,4484.26
India,2018,5437.99,606.93,71.56,14.47,2945.6
USA,2007,1591.12,9356.24,55.37654788981552,44.62345211018448,402.2
UK,2001,4665.9,41281.87,12.95,39.14,102.12
Australia,2018,5493.87,40234.35,43.60350406439903,56.396495935600974,1343.35
USA,2000,9512.42,17336.54,46.79,31.58,645.43
Japan,2021,3728.74,33567.53,44.04516724664442,55.95483275335559,3160.75
China,2012,9802.98,25608.86,61.49989555044913,38.50010444955087,3003.74
USA,2022,5468.77,45284.38,48.24275014403688,51.75724985596312,4212.36
Canada,2019,2500.45,3292.96,48.797224363916726,51.20277563608328,2591.14
Australia,2016,1997.48,40752.37,34.51,40.56,1302.95
Australia,2002,1502.78,8944.63,30.41,28.11,298.9
Brazil,2008,4584.04,19885.23,33.5,28.41,102.0
Germany,2004,317.07,10001.88,8.28,33.14,4632.6
Germany,2005,4505.95,35279.41,29.2,53.21,765.34
India,2003,9885.21,34077.15,19.7,68.69,2521.01
UK,2016,6734.06,27620.93,43.88,44.97,3984.18
Russia,2020,7621.88,35059.07,44.17,38.24,4646.73
Canada,2020,1278.15,32158.46,51.64810854656736,48.35189145343263,1048.39
Japan,2020,4783.7,38933.88,47.69,30.28,1198.07
